Season,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,RAR,Test,Dol,Dol (no $)
1936,Red Sox,1704,6098,86,775,718,55,9.60%,7.60%,0.124,0.29,0.276,0.349,0.4,0.348,82,-12.1,-179.1,36.9,8.3,90.5,180.668, ,
1944,Cardinals,1755,6168,100,772,722,37,8.80%,7.60%,0.126,0.287,0.275,0.344,0.402,0.352,108,3.9,63.6,99.3,36.9,347.3,172.52134, ,
1929,Robins,1730,5953,99,755,705,80,8.50%,7.60%,0.136,0.304,0.291,0.355,0.427,0.358,94,13.7,-38.5,-5.9,14.5,161.6,91.18809, ,
1936,Cubs,1702,6069,76,755,707,68,8.10%,7.60%,0.106,0.302,0.286,0.349,0.392,0.345,100,10.8,10.9,76.5,27.5,295.3,181.25464, ,
1945,Cubs,1792,6028,57,735,672,69,9.20%,7.60%,0.095,0.295,0.277,0.349,0.372,0.346,102,10.3,25.1,63.6,29.6,278.3,212.72124, ,
1939,Senators,1656,6026,44,702,647,94,9.10%,7.60%,0.101,0.298,0.278,0.346,0.379,0.339,90,-4.4,-87.1,48.7,17.7,182.8,161.70793, ,
1922,White Sox,1592,6020,45,691,635,109,8.00%,7.60%,0.096,0.298,0.278,0.344,0.374,0.337,89,-1.3,-93.1,63,16.2,166.3,163.57458, ,
1926,Cubs,1712,5902,66,681,630,85,7.50%,7.60%,0.112,0.294,0.278,0.338,0.39,0.341,96,14.4,-11.8,65.8,23.1,232.2,112.4013, ,
1945,Giants,1811,5991,114,668,626,38,8.40%,7.60%,0.11,0.277,0.269,0.336,0.379,0.343,96,4.2,-22,21.4,20.2,187.8,127.70793, ,
1922,Senators,1642,5867,45,650,575,97,7.80%,7.60%,0.099,0.287,0.268,0.334,0.367,0.329,87,5.7,-97.9,49.3,13.8,142.7,140.58789, ,
1931,Pirates,1666,5993,41,634,597,59,8.20%,7.60%,0.094,0.284,0.266,0.329,0.36,0.323,87,10.5,-92.7,67.1,16.1,164.8,142.6012, ,
1922,Red Sox,1739,5873,45,598,510,64,6.40%,7.60%,0.094,0.281,0.263,0.317,0.356,0.315,74,-3.8,-203.8,32.6,2,20.3,116.89452, ,
1935,Braves,1775,5761,75,575,544,20,6.10%,7.60%,0.099,0.275,0.263,0.311,0.362,0.312,86,2.3,-97.1,-34.2,6.4,69.1,78.45454, ,
1918,White Sox,1283,4690,8,455,375,116,8.00%,7.60%,0.065,0.279,0.256,0.322,0.321,0.318,94,-2,-29.3,-6.5,13.1,108.1,63.96107, ,
1938,Red Sox,1656,6003,98,902,860,55,10.80%,7.70%,0.135,0.314,0.299,0.378,0.434,0.376,100,-14,-12.7,39.9,24.8,259.2,220.17478, ,
1935,Cubs,1653,6130,88,845,781,66,7.60%,7.70%,0.126,0.303,0.288,0.347,0.414,0.35,105,11.2,52.9,89.1,34.3,355.3,214.64138, ,
1950,Tigers,1796,6231,114,836,788,23,11.60%,7.70%,0.135,0.293,0.282,0.369,0.417,0.364,100,-14.9,-12.4,75.4,27.8,287.8,197.92139, ,
1924,Phillies,1780,5855,94,676,615,57,6.50%,7.70%,0.123,0.287,0.275,0.328,0.397,0.338,79,-4.1,-154.1,-14.3,2.3,24.7,89.38799, ,
1933,Dodgers,1811,5872,62,617,566,82,6.80%,7.70%,0.095,0.278,0.263,0.316,0.359,0.316,94,15.3,-23.5,-24.7,13,125.8,128.17453, ,
1944,White Sox,1648,5819,23,543,494,66,7.50%,7.70%,0.074,0.266,0.247,0.307,0.32,0.301,80,-8,-139.5,36.4,8.9,83.5,154.5344, ,
1942,White Sox,1520,5552,25,538,486,114,9.00%,7.70%,0.073,0.265,0.246,0.316,0.318,0.307,81,-6.3,-132.4,43.2,10.3,95.4,154.68106, ,
1919,Robins,1466,5283,25,525,452,112,4.90%,7.70%,0.077,0.283,0.263,0.304,0.34,0.308,89,-2.5,-60,-9,9.3,78.7,85.0678, ,
1924,Braves,1696,5755,24,516,456,74,6.20%,7.70%,0.07,0.276,0.256,0.306,0.326,0.3,73,-1.2,-194,-7.3,-1.2,-11.4,112.09442, ,
1918,Yankees,1360,4783,20,493,406,88,7.70%,7.70%,0.073,0.278,0.257,0.32,0.33,0.321,94,-7.4,-35.5,27.7,16.2,139.1,78.8011, ,
1935,Giants,1716,6162,123,770,703,32,6.40%,7.80%,0.13,0.296,0.286,0.336,0.416,0.344,104,4.4,32.7,62.6,29.8,309.7,134.49472, ,
1949,Cardinals,1891,6149,102,765,720,17,9.30%,7.80%,0.127,0.289,0.277,0.348,0.404,0.353,99,2.1,-8.6,50.9,24.2,241.5,160.37468, ,
1935,Red Sox,1751,6058,69,717,660,91,10.10%,7.80%,0.116,0.292,0.276,0.353,0.392,0.347,90,-9.9,-94.9,23.5,13,135.6,143.25464, ,
1921,Senators,1617,5982,42,702,613,112,7.60%,7.80%,0.106,0.299,0.278,0.342,0.384,0.338,89,10.8,-82.2,23.9,14.3,147.6,148.84128, ,
1926,Browns,1730,5931,72,682,608,64,7.40%,7.80%,0.119,0.291,0.276,0.335,0.395,0.341,83,-17.7,-150.6,15.8,8.1,81.9,100.53465, ,
1926,Athletics,1829,5822,61,677,619,56,8.90%,7.80%,0.114,0.287,0.27,0.341,0.383,0.341,87,-10,-111.4,38.9,14,140.3,126.41461, ,
1931,Tigers,1669,5992,43,651,600,117,8.10%,7.80%,0.103,0.287,0.268,0.33,0.371,0.327,82,-10.5,-159.9,13.4,7.2,74.7,131.29457, ,
1946,Braves,1866,5937,44,630,596,60,9.40%,7.80%,0.089,0.283,0.264,0.337,0.353,0.33,97,8.8,-14.3,33.2,20.5,186.7,156.61451, ,
1922,Braves,1723,5750,32,596,509,67,6.70%,7.80%,0.078,0.283,0.263,0.317,0.341,0.31,72,-2.5,-216.7,-0.2,-0.5,-4.4,153.49447, ,
1919,Red Sox,1453,5254,33,565,494,108,9.00%,7.80%,0.083,0.281,0.261,0.336,0.344,0.33,95,-6,-35.3,28.9,19.4,172.9,114.77448, ,
1945,Athletics,1717,5862,33,494,439,25,7.70%,7.80%,0.071,0.263,0.245,0.306,0.316,0.301,79,-15.4,-152.9,29.6,6.1,56.6,115.82772, ,
1918,Tigers,1342,4877,13,473,390,123,9.20%,7.80%,0.069,0.271,0.249,0.324,0.318,0.319,94,-2,-33.1,-50.9,8.9,65.7,89.68106, ,
1929,Tigers,1767,6251,110,927,851,95,8.20%,7.90%,0.154,0.313,0.299,0.36,0.453,0.369,104,-17.7,12.3,-33.3,19.2,215.4,196.28151, ,
1924,Giants,1792,6067,95,857,781,82,7.70%,7.90%,0.131,0.316,0.3,0.358,0.432,0.367,114,8.9,113,56,36.3,369.1,180.32144, ,
1948,Yankees,1757,6038,139,855,804,24,10.30%,7.90%,0.154,0.285,0.278,0.356,0.432,0.367,109,-7.9,61.5,44.3,31,308.6,178.32144, ,
1935,Yankees,1610,5917,104,818,755,68,10.20%,7.90%,0.136,0.293,0.28,0.358,0.416,0.358,105,-8.7,32.2,79.9,30.3,314.3,182.49472, ,
1931,Cardinals,1758,5989,60,815,751,114,7.20%,7.90%,0.125,0.305,0.286,0.342,0.411,0.347,99,21.6,16.6,54.1,25.4,260.9,192.36137, ,
1928,Browns,1693,6002,63,774,707,80,9.00%,7.90%,0.118,0.292,0.274,0.346,0.393,0.344,90,-5.4,-84.2,35.8,16.5,167.2,197.68131, ,
1945,Cardinals,1776,6166,64,756,698,55,8.40%,7.90%,0.098,0.291,0.273,0.338,0.371,0.34,96,7.6,-21.4,48.8,23.6,221.4,236.29457, ,
1925,Cubs,1682,5933,86,722,660,94,6.70%,7.90%,0.122,0.289,0.275,0.329,0.397,0.335,83,-0.4,-141.6,59.3,12.1,128.7,135.38799, ,
1921,Braves,1706,5977,61,721,630,94,6.30%,7.90%,0.11,0.309,0.29,0.339,0.4,0.341,97,-7.8,-31.2,35.4,20.6,212.4,126.668, ,
1933,Red Sox,1731,5853,50,699,642,58,8.90%,7.90%,0.107,0.29,0.271,0.339,0.378,0.336,89,-4.7,-90,21.9,14.3,139.6,161.28126, ,
1941,White Sox,1592,6005,47,638,567,91,8.50%,7.90%,0.089,0.272,0.254,0.321,0.343,0.315,77,-6.2,-186.5,61.2,9.2,90.7,190.34781, ,
1919,Giants,1504,5157,40,605,505,157,6.40%,7.90%,0.097,0.288,0.269,0.322,0.366,0.329,110,6.3,55.6,62.3,29.1,262,98.16122, ,
1931,Reds,1790,5860,21,592,562,24,6.90%,7.90%,0.083,0.292,0.269,0.323,0.352,0.316,85,3.6,-106.5,46.5,12.3,126.2,121.18784, ,
1943,Giants,1830,5896,81,559,518,35,8.10%,7.90%,0.087,0.259,0.247,0.313,0.335,0.314,85,4.6,-91.4,-17.3,7.1,57.8,131.93445, ,
1918,Indians,1351,4866,9,505,423,165,10.10%,7.90%,0.081,0.285,0.26,0.344,0.341,0.339,103,5.6,21.7,-18,18.7,153.1,62.49447, ,
1930,Cardinals,1750,6203,104,999,942,72,7.70%,8.00%,0.157,0.332,0.314,0.372,0.471,0.376,101,13.9,24.8,32.7,24.6,281.7,221.96157, ,
1945,Pirates,1851,6036,72,752,695,81,9.80%,8.00%,0.11,0.282,0.267,0.341,0.376,0.344,96,12.9,-17.4,13.1,20,185.6,219.42792, ,
1930,White Sox,1825,5992,63,729,679,74,6.50%,8.00%,0.116,0.294,0.276,0.329,0.392,0.327,84,-4.9,-143.9,-10.8,6.3,77.9,155.25464, ,
1941,Senators,1704,6067,52,728,671,79,7.70%,8.00%,0.104,0.291,0.272,0.331,0.376,0.331,88,-1.7,-95.6,-1.8,12.4,120.9,195.42792, ,
1938,Cubs,1706,5972,65,713,673,49,8.70%,8.00%,0.108,0.286,0.269,0.338,0.377,0.334,96,7.6,-23.8,60.6,21,218.2,177.85459, ,
1925,Yankees,1804,6012,110,705,652,69,7.80%,8.00%,0.136,0.286,0.275,0.336,0.41,0.343,88,-6.5,-109.4,29.5,12.5,134.6,84.9347, ,
1937,Pirates,1681,5996,47,704,649,32,7.70%,8.00%,0.099,0.306,0.285,0.343,0.384,0.337,97,2.8,-20.6,56.2,22.7,235.7,150.84128, ,
1920,Cardinals,1738,6086,32,675,600,126,6.10%,8.00%,0.096,0.313,0.289,0.337,0.385,0.34,109,-2.2,55,5.7,26.6,252.7,119.26795, ,
1921,White Sox,1608,5974,35,674,609,94,7.50%,8.00%,0.096,0.307,0.284,0.344,0.38,0.338,85,-4.3,-124.5,30.9,10.9,112.1,131.1346, ,
1933,Giants,1775,5939,82,636,598,31,6.30%,8.00%,0.097,0.276,0.263,0.312,0.361,0.314,95,5.1,-29.4,103.2,25.4,249.9,142.02787, ,
1926,Robins,1836,5790,40,623,568,76,8.20%,8.00%,0.096,0.283,0.263,0.328,0.358,0.325,86,12.7,-85.1,-8.1,8.1,81.6,136.74786, ,
1919,Tigers,1457,5330,23,620,544,121,8.00%,8.00%,0.098,0.307,0.283,0.346,0.381,0.348,104,-3.4,20.3,-12.1,21.9,190,74.56127, ,
1944,Senators,1653,5924,33,592,530,127,7.90%,8.00%,0.069,0.281,0.261,0.324,0.33,0.314,91,-0.8,-63.1,-12.9,12.6,113.9,177.8011, ,
1942,Tigers,1728,5927,76,589,547,39,8.60%,8.00%,0.097,0.259,0.246,0.314,0.344,0.316,79,-10.1,-155.8,22.9,7.1,64.2,138.77448, ,
1917,Red Sox,1640,5843,14,555,475,105,7.90%,8.00%,0.073,0.27,0.247,0.314,0.32,0.311,98,-9,-22.8,56.7,23.8,206.5,166.5344, ,
1943,Athletics,1687,5793,26,497,462,55,7.40%,8.00%,0.065,0.251,0.233,0.294,0.298,0.288,72,-6.5,-180.8,-16,-1.4,-17.7,165.14766, ,
1918,Giants,1333,4589,13,480,400,130,5.90%,8.00%,0.071,0.282,0.26,0.31,0.33,0.314,98,2.6,-8.9,34.3,18.5,159.6,65.8011, ,
1940,Pirates,1947,6111,76,809,739,69,9.00%,8.10%,0.117,0.293,0.277,0.347,0.394,0.342,104,10.5,42.8,-3.1,22.7,229.5,230.10798, ,
1936,Pirates,1698,6211,60,804,732,37,8.30%,8.10%,0.112,0.306,0.286,0.349,0.397,0.347,100,4.6,1.4,34.1,22.8,248.3,217.38799, ,
1937,Senators,1681,6259,47,757,691,61,9.40%,8.10%,0.099,0.301,0.279,0.351,0.379,0.341,90,-7.1,-99.6,66.9,19,197.4,216.70793, ,
1949,Tigers,1811,6130,88,750,707,39,12.20%,8.10%,0.111,0.282,0.267,0.361,0.378,0.352,95,-15.5,-53.3,47.6,20.2,202,212.28126, ,
1942,Dodgers,1782,5991,62,741,678,81,9.50%,8.10%,0.098,0.282,0.264,0.338,0.362,0.336,103,13.3,32.1,69.6,29,268.5,244.45454, ,
1938,Cardinals,1822,6038,91,725,680,55,6.80%,8.10%,0.128,0.293,0.279,0.331,0.407,0.339,98,8.9,-6.8,13.1,18.1,189.8,112.65469, ,
1944,Giants,1885,5952,93,682,644,39,8.60%,8.10%,0.106,0.276,0.263,0.33,0.37,0.333,95,4.4,-31.1,27.4,18.8,174.3,164.8679, ,
1927,Phillies,1711,5956,57,678,617,68,7.30%,8.10%,0.09,0.299,0.28,0.337,0.37,0.333,80,9.3,-138.7,-32.1,1.9,20.8,160.8679, ,
1915,Red Sox,1748,5865,14,668,575,118,9.00%,8.10%,0.079,0.285,0.26,0.336,0.339,0.331,104,-22.3,0.8,44.8,26.7,238.4,230.64113, ,
1940,Giants,1713,5900,91,663,614,45,7.70%,8.10%,0.106,0.28,0.267,0.329,0.374,0.325,92,5.9,-51.4,51.2,18.2,183.1,135.57458, ,
1945,Senators,1686,6007,27,622,569,110,9.10%,8.10%,0.076,0.28,0.258,0.33,0.334,0.321,97,-6.5,-26.8,26.2,19.8,183.8,197.50778, ,
1943,Reds,1730,5911,43,607,556,49,7.50%,8.10%,0.085,0.275,0.256,0.315,0.34,0.316,92,7.4,-46.7,69.8,20.9,190.1,167.0678, ,
1927,Red Sox,1849,5864,28,597,550,81,7.30%,8.10%,0.098,0.281,0.259,0.32,0.357,0.318,75,-7.4,-203.5,-5,0.1,1.4,113.32119, ,
1929,Yankees,1764,6091,142,899,828,52,9.10%,8.20%,0.156,0.306,0.296,0.365,0.452,0.371,113,-13.8,92.8,58.5,35.2,381.6,170.85484, ,
1949,Red Sox,1625,6245,131,895,834,43,13.40%,8.20%,0.138,0.293,0.282,0.381,0.42,0.378,106,-3.4,41.3,61.9,31.5,314.8,249.2014, ,
1937,Cubs,1724,6027,96,811,762,71,8.90%,8.20%,0.129,0.303,0.287,0.355,0.416,0.356,109,10.6,75.5,48.8,31.2,325.5,175.49472, ,
1923,Cubs,1675,5893,90,756,675,181,7.70%,8.20%,0.117,0.304,0.288,0.348,0.406,0.353,98,-11.6,-30.5,68.2,23.9,244,146.22802, ,
1942,Cardinals,1786,6115,60,754,678,71,9.00%,8.20%,0.11,0.287,0.268,0.338,0.379,0.342,107,11.3,56.9,53.3,30.5,280.4,213.70793, ,
1927,Cubs,1652,6014,74,750,692,65,8.00%,8.20%,0.116,0.302,0.284,0.347,0.4,0.349,101,8.8,14.4,57.9,26.1,265.7,155.668, ,
1949,Athletics,1670,6048,82,726,680,36,12.90%,8.20%,0.109,0.275,0.26,0.361,0.369,0.349,95,-4.7,-46.2,61.3,22,220,211.44123, ,
1926,Phillies,1825,5851,75,687,632,47,7.20%,8.20%,0.108,0.299,0.281,0.337,0.39,0.341,87,6.8,-91.6,-59.5,2.5,25.6,118.4013, ,
1951,Cardinals,1820,6003,95,683,629,30,9.50%,8.20%,0.118,0.277,0.264,0.339,0.382,0.336,92,-1.6,-58.9,69,21.4,211.1,134.98794, ,
1952,Cardinals,1849,5844,97,677,643,33,9.20%,8.20%,0.124,0.279,0.267,0.34,0.391,0.341,101,-0.2,6.4,61,27.4,256.7,105.82797, ,
1950,Athletics,1719,5993,100,670,627,42,11.40%,8.20%,0.117,0.273,0.261,0.349,0.378,0.341,86,-4.4,-124.1,23.6,11.1,115.8,132.28126, ,
1917,White Sox,1668,5860,18,657,535,219,8.90%,8.20%,0.073,0.277,0.253,0.329,0.326,0.322,100,11,13,9,23.4,195,253.09442, ,
1928,White Sox,1701,5904,24,657,592,144,7.80%,8.20%,0.087,0.294,0.27,0.333,0.357,0.324,83,-9.2,-139.4,32.1,10.3,104.8,173.32119, ,
1933,Cubs,1653,5785,72,646,608,52,6.80%,8.20%,0.109,0.287,0.271,0.325,0.38,0.328,103,9.3,30.1,72.9,28,274.6,103.1346, ,
1917,Tigers,1680,5812,25,639,535,163,8.30%,8.20%,0.085,0.281,0.259,0.328,0.344,0.329,104,1,22.1,5.1,23.8,198.8,188.77448, ,
1915,Terriers,1660,5992,23,634,546,195,9.60%,8.20%,0.084,0.285,0.261,0.34,0.345,0.335,99,35,30.1,39.8,25.5,225.8,181.20115, ,
1945,White Sox,1602,5661,22,596,544,78,8.30%,8.20%,0.075,0.285,0.262,0.326,0.337,0.32,94,-8.4,-48.7,8.7,14.5,133.9,163.78779, ,
1932,Yankees,1709,6343,160,1001,954,77,12.00%,8.30%,0.169,0.293,0.286,0.376,0.454,0.377,119,-14.9,150.4,20,38.4,399.9,267.70818, ,
1939,Red Sox,1728,6053,124,890,831,42,9.80%,8.30%,0.146,0.303,0.291,0.363,0.436,0.368,100,-13.5,-13.3,21.6,22.2,230.5,203.02812, ,
1947,Cardinals,1981,6131,115,780,718,28,10.00%,8.30%,0.131,0.281,0.27,0.347,0.401,0.35,96,4.4,-28,34.1,21.7,208.8,183.09467, ,
1939,White Sox,1717,6032,64,755,678,113,9.60%,8.30%,0.099,0.294,0.275,0.349,0.374,0.339,87,-6.8,-117.3,52.1,15.1,156.1,227.57458, ,
1944,Red Sox,1744,6052,69,739,691,60,8.60%,8.30%,0.11,0.287,0.27,0.336,0.38,0.34,102,-6.8,3.2,20,23.5,217.3,196.1346, ,
1937,Browns,1758,6116,71,714,682,30,8.40%,8.30%,0.114,0.305,0.285,0.348,0.399,0.346,84,-9.5,-152.6,-14.9,5.3,57.4,122.24133, ,
1948,Tigers,1857,6062,78,700,661,22,11.10%,8.30%,0.109,0.283,0.267,0.353,0.375,0.346,93,-11.8,-63.2,20.1,16.1,160.4,170.00125, ,
1931,Phillies,1763,5935,81,684,649,42,7.40%,8.30%,0.12,0.296,0.279,0.336,0.4,0.34,85,7.2,-106.7,-15,6.3,66.8,89.668, ,
1924,Athletics,1689,5764,63,681,608,77,6.70%,8.30%,0.107,0.301,0.281,0.336,0.389,0.339,82,-0.1,-142.4,9.8,7,71.3,114.97463, ,
1930,Reds,1818,5879,74,665,625,48,7.60%,8.30%,0.118,0.299,0.281,0.339,0.4,0.335,82,9.1,-151.7,35.7,8.5,96.5,70.668, ,
1944,Tigers,1667,6010,60,658,591,61,8.90%,8.30%,0.091,0.281,0.263,0.332,0.354,0.328,91,-12.4,-70.8,39.5,17.3,161.4,182.04118, ,
1932,Braves,1730,5969,63,648,593,36,5.80%,8.30%,0.101,0.282,0.265,0.311,0.366,0.31,87,6.2,-94.7,47.8,14.1,145.5,141.16122, ,
1933,Phillies,1770,5795,60,607,570,55,6.60%,8.30%,0.095,0.292,0.274,0.326,0.369,0.325,85,9.9,-89.5,1.3,8.6,83.6,92.44123, ,
1917,Reds,1676,5728,26,601,513,153,5.40%,8.30%,0.09,0.286,0.264,0.309,0.354,0.321,102,1.7,15.2,-10.7,21.7,177.5,125.04118, ,
1923,Red Sox,1725,5761,34,584,525,79,6.80%,8.30%,0.09,0.283,0.262,0.318,0.351,0.316,75,-10.1,-201.5,-8.3,-2.1,-20.3,115.76117, ,
1949,Senators,1879,5907,81,583,546,46,10.00%,8.30%,0.102,0.268,0.254,0.333,0.356,0.328,83,-5.9,-139,-20.4,4.1,40.7,101.89452, ,
1944,Athletics,1708,5872,36,525,475,42,7.20%,8.30%,0.07,0.277,0.257,0.314,0.327,0.306,82,-7.2,-130.2,30.4,9.5,88.5,118.52109, ,
1919,Cardinals,1575,5051,18,463,398,148,6.00%,8.30%,0.07,0.279,0.256,0.305,0.326,0.303,90,5.4,-47.4,38.9,14.7,132.6,59.09442, ,
1934,Tigers,1664,6227,74,957,872,125,10.20%,8.40%,0.124,0.322,0.3,0.376,0.424,0.371,107,-2.4,62,62.1,33.5,349.3,300.90808, ,
1933,Yankees,1707,6066,144,927,853,76,11.50%,8.40%,0.156,0.292,0.284,0.369,0.44,0.375,118,-10.2,134.9,-5.1,35.4,345.1,229.7348, ,
1925,Giants,1711,5854,114,736,682,79,7.00%,8.40%,0.132,0.295,0.283,0.337,0.415,0.346,93,-0.8,-59.1,21.2,15.7,170.4,103.06805, ,
1937,Giants,1692,5862,111,732,677,45,7.00%,8.40%,0.125,0.291,0.278,0.334,0.403,0.339,100,5.8,4.8,86.5,27.7,287,129.94801, ,
1945,Braves,1798,6080,101,721,668,82,8.60%,8.40%,0.107,0.28,0.267,0.334,0.374,0.34,96,13.1,-16.1,20.6,21.1,195.7,193.57458, ,
1938,White Sox,1573,5806,67,709,657,56,8.90%,8.40%,0.106,0.295,0.277,0.344,0.383,0.339,82,-8.3,-162.1,40.2,9.8,102.5,158.41461, ,
1940,Reds,1674,5984,89,707,649,72,7.60%,8.40%,0.113,0.28,0.266,0.327,0.379,0.326,95,11.4,-23.9,128.5,28.9,290.5,166.70793, ,
1947,Braves,1814,5953,85,701,645,58,9.40%,8.40%,0.115,0.291,0.275,0.346,0.39,0.346,95,10.5,-25.9,37.8,21.7,208.7,132.4013, ,
1942,Athletics,1690,5823,33,549,517,44,7.60%,8.40%,0.076,0.269,0.249,0.309,0.325,0.305,78,-10.9,-164.3,-12.8,2.2,16.4,147.66775, ,
1916,Red Sox,1871,5755,14,548,454,129,8.10%,8.40%,0.07,0.272,0.248,0.317,0.318,0.312,94,4.5,-29.2,38.7,20.6,175.7,164.68106, ,
1919,Browns,1522,5299,31,535,460,74,7.40%,8.40%,0.091,0.287,0.264,0.326,0.355,0.327,89,-11.4,-80.9,3.9,11.9,103.7,56.46785, ,
1920,Braves,1650,5802,23,521,456,88,6.60%,8.40%,0.078,0.284,0.26,0.315,0.339,0.311,91,-4.8,-63.8,7.8,13.4,127,83.64113, ,
1923,Yankees,1625,6036,105,824,771,69,8.50%,8.50%,0.132,0.307,0.291,0.357,0.423,0.363,105,-3.4,37.1,88.7,31.8,324.3,170.48141, ,
1926,Cardinals,1701,6103,90,817,756,83,7.80%,8.50%,0.129,0.304,0.286,0.348,0.415,0.356,103,13.9,34.4,73.7,29.1,292.4,184.06805, ,
1942,Red Sox,1625,5984,103,761,702,68,9.90%,8.50%,0.126,0.291,0.276,0.352,0.403,0.359,109,-12.5,50.7,65.7,34.2,315.3,158.94801, ,
1944,Cubs,1829,6108,71,700,639,53,8.50%,8.50%,0.099,0.278,0.261,0.328,0.36,0.327,96,7.2,-23.7,-1,17.3,158,208.6012, ,
1940,Senators,1667,5909,52,665,602,94,7.90%,8.50%,0.104,0.291,0.271,0.331,0.374,0.326,86,-1.2,-113,-4.7,9.3,94.1,137.57458, ,
1928,Robins,1813,5992,66,665,621,81,9.30%,8.50%,0.108,0.284,0.266,0.34,0.374,0.334,89,13.1,-75.8,20.9,13.2,133.7,137.57458, ,
1950,Reds,1799,5837,98,653,615,37,8.60%,8.50%,0.115,0.272,0.26,0.327,0.375,0.326,82,5.8,-129.3,11,6.7,70.7,123.00125, ,
1929,Red Sox,1937,5779,28,605,561,86,7.20%,8.50%,0.099,0.291,0.267,0.325,0.366,0.32,79,-21.1,-185.2,24.6,5.3,57.9,98.16122, ,
1939,Bees,1770,5793,56,571,534,41,6.30%,8.50%,0.084,0.283,0.264,0.314,0.348,0.309,83,5.9,-117.8,80.1,14,143.8,110.48116, ,
1939,Phillies,1803,5707,49,553,510,47,7.40%,8.50%,0.089,0.281,0.261,0.318,0.351,0.313,78,7.1,-148.9,4.3,3.2,34.2,84.76117, ,
1931,Yankees,1751,6473,155,1067,990,139,11.60%,8.60%,0.16,0.309,0.297,0.383,0.457,0.387,124,-3.4,206.4,18.8,45,464.1,325.98819, ,
1930,Athletics,1700,6159,125,950,895,50,9.70%,8.60%,0.158,0.309,0.294,0.369,0.452,0.369,104,-6.7,32,48.4,28.1,319.6,221.85484, ,
1941,Dodgers,1816,6218,101,800,747,36,9.60%,8.60%,0.133,0.287,0.272,0.347,0.405,0.352,109,4.3,67.1,93,35.1,345,192.80135, ,
1930,Tigers,1741,5926,82,783,728,97,7.70%,8.60%,0.137,0.302,0.284,0.344,0.421,0.344,90,-15.5,-103.6,32.6,13.9,159.1,134.62807, ,
1948,Athletics,1693,6048,68,729,684,40,12.00%,8.60%,0.102,0.278,0.26,0.353,0.362,0.341,92,-8.2,-68.8,31,16.6,165.3,232.45454, ,
1932,Cubs,1711,6006,69,720,665,48,6.60%,8.60%,0.114,0.297,0.278,0.33,0.392,0.33,94,8.5,-36.6,63.8,21.4,220.8,146.25464, ,
1951,White Sox,1893,6120,86,714,668,99,9.70%,8.60%,0.114,0.287,0.27,0.349,0.385,0.343,99,-4,-9,50.8,24.1,237.6,158.26795, ,
1928,Cubs,1664,6003,92,714,665,83,8.50%,8.60%,0.125,0.294,0.278,0.345,0.403,0.347,95,13.6,-28.1,84.3,24.3,245.1,111.94801, ,
1932,Cardinals,1771,5972,76,684,626,92,7.00%,8.60%,0.117,0.286,0.269,0.324,0.385,0.324,86,17.4,-89.6,-1.6,9.6,101.4,128.26795, ,
1942,Giants,1736,5881,109,675,632,39,9.50%,8.60%,0.107,0.264,0.254,0.33,0.361,0.332,100,4.9,7,54.8,24.4,225.6,181.02787, ,
1951,Senators,1757,5979,54,672,627,45,9.40%,8.60%,0.093,0.283,0.263,0.336,0.355,0.325,90,-1.8,-78.7,-4.2,11.1,108.4,193.46785, ,
1941,Giants,1806,6018,95,667,625,36,8.40%,8.60%,0.112,0.273,0.26,0.326,0.371,0.328,94,4.5,-34.4,11.5,16,156,147.29457, ,
1928,Phillies,1845,5917,85,660,607,52,8.50%,8.60%,0.116,0.283,0.267,0.333,0.382,0.334,79,7.5,-155.1,-18.9,1.1,12.1,111.98794, ,
1952,White Sox,1950,6034,80,610,560,61,9.00%,8.60%,0.097,0.267,0.252,0.327,0.349,0.319,89,3.3,-72.5,52.3,17.8,166.8,146.90783, ,
1944,Braves,1867,5867,79,593,558,37,7.80%,8.60%,0.107,0.26,0.246,0.308,0.353,0.314,85,4.4,-101.2,26.1,10.8,100.3,119.61451, ,
1927,Robins,1698,5751,39,540,499,106,6.40%,8.60%,0.089,0.274,0.253,0.306,0.342,0.304,74,17.5,-174.9,25.5,3.5,35.6,94.92114, ,
1944,Blue Jays,1753,5909,55,539,495,32,8.00%,8.60%,0.085,0.27,0.251,0.316,0.336,0.312,85,3.1,-97.3,25.2,11.3,104.6,109.36112, ,
1918,Phillies,1315,4677,25,430,376,97,7.40%,8.60%,0.069,0.265,0.244,0.305,0.313,0.305,83,-4.2,-83.7,4.3,7,57.4,59.54771, ,
1948,Red Sox,1673,6278,121,906,854,38,13.10%,8.70%,0.134,0.288,0.274,0.374,0.408,0.37,102,-2.5,12.3,63.5,28.8,286.6,291.08136, ,
1935,Cardinals,1751,5974,86,829,762,71,6.80%,8.70%,0.121,0.302,0.284,0.335,0.405,0.34,95,12.3,-22.5,45.5,22.2,230.9,221.80135, ,
1932,Tigers,1706,5992,80,798,742,105,8.10%,8.70%,0.128,0.291,0.273,0.335,0.401,0.336,87,-1.6,-106.8,54.8,16,164.9,201.09467, ,
1915,Tigers,1706,6046,23,778,647,241,11.30%,8.70%,0.09,0.295,0.268,0.357,0.358,0.35,111,-8.5,63.7,30.1,33.2,292.4,291.74786, ,
